timestamp,balance,open_trades,daily_pnl
2026-04-10T17:03:27.108651+00:00,10000.0,0,0.0
2026-04-10T17:10:50.603527+00:00,10000.0,0,0.0
2026-04-10T17:16:01.814469+00:00,9451.309688428857,0,-548.6903115711431
2026-04-10T17:21:51.759451+00:00,9216.677381172478,1,-783.3226188275224
